title,hashid,create_time,class
2014～2025 年中国各省市区县分年、分月、逐日 AQI 面板数据,73ef164eeda643cbaa20de8b0179707d,2026-03-04T16:17:25Z,数据资料
1980年1月1日～2025年12月31日中国各省市区县地表 PM2.5 质量浓度,67f02f4cf0cd496f8b643f8308bb6284,2026-02-18T23:49:03Z,数据资料
名师讲堂｜自动化水平测度：使用 Stata 筛选自动化相关专利,d66c0b79a8ba45cb9ae96d29da197237,2025-04-08T22:05:16Z,名师讲堂
1985～2024 年全部专利 CD 指数计算结果,ebbfba9801204486be33e73f231f0051,2026-05-09T00:01:48Z,数据资料
1980 年 1 月～2025 年 12 月各省市区县地表 SO2 质量浓度,72351a45d60c4c63af3de00db732221c,2026-02-18T18:58:35Z,数据资料
1980～2025 年中国各区县逆温数据,977a5ef1a9104b6aa787c0e19b9f6b20,2026-02-10T16:59:35Z,数据资料
2007～2020 年税调数据与上市公司子公司数据匹配结果,ce5b9892434f40bcb2e4062143d1b76f,2025-12-16T14:59:18Z,数据资料
如何从论文地图中提取数据重新绘制,01d05568a5fb4191a677c6cb0694776d,2025-09-11T16:20:58Z,课程
高效合并多个 dta 文件：appendall 命令详解,e1ac857b880a49f493f976c6391741e4,2025-08-07T17:42:20Z,数据资料
2003～2024 年上市公司十大股东与工商注册信息匹配结果,8c56af4d351c48de837238970f1a8c41,2025-03-11T15:30:13Z,数据资料
2013~2024 年各专精特新企业战略新兴产业专利申请与授权信息匹配结果,ebbf7321b283432794b23ad274c7ce19,2025-02-22T01:27:55Z,数据资料
1998～2024 年绿色专利引用与被引用信息及次数统计（国家知识产权局筛选标准）,a10066c7cc594b5481aa9a6d00a506a1,2025-02-09T17:43:45Z,数据资料
R 语言：如何绘制上市公司投资网络图,445a71cb9a82454fbc2b28ee398acd4c,2025-02-06T14:58:05Z,课程
2001～2024 年上市公司供应链地理加权距离,7e34d5f50df64dc29e517a8742aae012,2026-05-09T00:29:43Z,数据资料
如何编写一个使用 Stata 绘制地图的 SKILLS？,42fc09f960224e1cbdb9d6e6e308c686,2026-03-22T18:28:11Z,课程
1901～2024 年各省市区县乡镇月度最低温、最高温、平均气温面板数据,b0fdda886a9f43199eb22ff0ab83f09f,2026-03-18T21:26:04Z,数据资料
1940～2024 年各省市区县乡镇各月 100m 高空平均风速及风向角计算结果,b2efbe5bf7db4c45a8eb570b8d4be271,2025-06-11T14:47:12Z,数据资料
2000～2023 年上市公司注册地址、办公地址与所在省市区县政府的大圆距离,cf97fc82e0004bad864770c098581721,2025-04-22T23:01:25Z,数据资料
税调企业专利的引证专利基本信息,3c9be57526124d44a5a3247092ebfde0,2025-03-10T20:02:02Z,数据资料
2014～2024 年中国各省市区县分年、分月、逐日 PM10 面板数据,5b552bb738864bcca406b1c873f90adc,2025-02-19T23:35:42Z,数据资料
1995~2023 年上市公司参控股公司专利申请与授权信息,e5e68a65a0234f18b1338ad1caadf33d,2025-02-06T19:21:44Z,数据资料
1985～2024 年各省市区县技术集群指标：技术关联指数与技术多样性指数（技术集群指标）,c7310afc0e5a4f039fcf70cacc50a548,2026-07-12T17:51:24Z,数据资料
1990～2023 年上市公司注册地址与办公地址周边一定范围的 CO2 排放量面板数据,b2711a733d034e7c9c86d4d060e2667b,2025-09-22T23:32:45Z,数据资料
1998 年 1 月～2023 年 12 月各省市区县 PM2.5 质量浓度面板数据&栅格数据（华盛顿圣路易斯分校来源）,7dde373bdbc94898864a0437581bf99c,2025-03-09T15:35:47Z,数据资料
使用 Python 绘制历年中国省市区县地图（小地图版本+长版）,72c36d788f9d4497a7e33f23f9437598,2026-04-23T23:49:28Z,课程
2001～2025年各省市区县着火点及年度汇总数据,0579da8929e549b9a865c77b3f5645a1,2026-04-08T18:52:13Z,数据资料
2012年1月19日～2020年12月31日税调企业周边夜间灯光亮度及是否加班面板数据,289464483fb743fbb173998c8b2cac3c,2025-12-27T14:27:32Z,数据资料
2001～2024 年上市公司年报中包含研发的句子情感分析,c885c20951954e6b8fef42f16db2f69b,2025-11-06T14:15:30Z,数据资料
2001～2023 年上市公司子公司与土地出让数据匹配结果,3cd6b3782e644aeaa7ed8bd1139c1832,2025-05-12T14:31:33Z,数据资料
1985～2025 年各城市市辖区空间形态紧凑性（紧凑度）指标面板数据,76f3b700922e4fa197c803794163d805,2026-05-29T17:43:16Z,数据资料
2013～2024 年上市公司子公司与政府采购数据匹配结果,2d649c18a9f84d7a92c5e64a251dc163,2026-03-21T23:24:37Z,数据资料
1990～2024 年各省市区县区县水稻种植面积面板数据,40f1a35fc49e484b9408ca67e1ee452a,2026-03-16T22:51:02Z,数据资料
相邻城市对质心与共同边界的距离及共同边界矢量数据,95f6824d29584a5eb98ecd2c7e673689,2025-03-08T20:35:42Z,数据资料
相邻区县对质心与共同边界的距离及共同边界矢量数据,03b73bc39bfa4d5eb2213aae41f2d6ad,2025-03-08T16:48:01Z,数据资料
1998～2014 年污染数据与工商注册数据匹配结果（版本2）,445615ebbb8f424d87445bb2b4a292b5,2025-02-24T01:16:58Z,数据资料
1980年1月1日～2024年12月31日中国各省市区县地表SO2质量浓度,17dccfa4ae6f473d8da4cfcdf5da7dad,2025-02-23T00:17:29Z,数据资料
2007～2016 年税调与绿色低碳专利数据匹配结果（版本3）,6de735d6792248298f94dadcefedb2f5,2025-01-30T15:59:44Z,数据资料
2007～2016 年税调企业与所在区县税务局的距离,8719f12a1c5e47119e5d9e1fb1aa9220,2025-01-03T18:46:18Z,数据资料
1985～2024 年各省市区县区域技术专业化CV指标面板数据,2a6c8d91e1d54ea4bf179c0d0acf37a2,2026-05-29T17:55:11Z,数据资料
2001～2024 年各上市公司年报中包含数字转型的句子情感分析（吴非2021版本）,d8705fa45c234ab39f30278976f0ce31,2025-12-29T14:33:33Z,数据资料
1985～2024 年金融科技专利筛选结果,8a0dac46ce414bd4925cf7cd6a96f9ec,2025-12-16T15:36:00Z,数据资料
2000～2020 年各省市区县陆地生态系统年总初级生产力面板数据（总固碳量和平均年固碳密度）,a7df30eb94c749fd845eaa157e08578a,2025-09-10T17:38:20Z,数据资料
使用 R 语言处理台风路径数据及判断每天每个区县是否有台风,0bff76a800154a63935912a5779f4257,2025-07-01T13:41:11Z,课程
2012～2024 年 VNP46A2 日度夜间灯光亮度栅格数据,ae5198d142b944108bcdecbd56e1fe36,2025-02-26T11:19:02Z,数据资料
1980 年 1 月～2024 年 12 月各省市区县地表粉尘质量浓度,80a8a2387a0e472e87b77a89c1b26200,2025-02-20T22:25:06Z,数据资料
1985～2024 年工商注册信息与专利数据匹配结果,b963bf79b4c147ad99044baf30fb3782,2026-08-18T19:40:30Z,数据资料
2000～2024 年各省市区县 CO2 排放量面板数据 & 栅格数据（CGER 来源）,0d89392ced384cbd9b429adfaa2d2612,2026-07-12T17:32:34Z,数据资料
2011 年～2025 年环境研究相关词汇百度指数省市面板数据,a89c26dad267426a8e969970dda0942c,2026-04-09T20:24:17Z,数据资料
使用 R 语言判断每个城市边界是否和河流交汇,6b2c4e8023044b77be71989b51794462,2025-08-14T21:21:17Z,课程
税调企业专利的被引证专利基本信息,f415a365cd6d4fffae41dd45e72b461e,2025-03-10T22:38:29Z,数据资料
2014～2024 年中国各省市区县分年、分月、逐日 NO2 面板数据,f4916bbd0c90458fafab58aa40399b61,2025-02-19T22:18:50Z,数据资料
2000～2024 年上市公司年报中管理层讨论与分析部分文本提取结果（txt 文件）,303f41ced87f435095b7cb6431fbc4ed,2026-04-29T23:47:24Z,数据资料
2014-05-13～2025-12-31各城市空气污染小时与日度数据,b749765c81924477a5710ba6db753ddb,2026-02-25T22:11:05Z,数据资料
2007～2020 年税调与绿色专利数据匹配结果（WIPO筛选标准）,ef23eb4db44e4fa884ee76f6e931e154,2026-02-22T13:29:42Z,数据资料
1998～2014 年工企渐进性创新与突破性创新相关指标计算结果,ad6d628fd561426b8435956e15d7b3f7,2025-12-29T15:15:11Z,数据资料
如何使用 R 语言计算各省市区县空气流通系数,e0ecbedc2fdb4a66ae5562a223e51e10,2025-08-24T15:31:18Z,课程
名师讲堂｜使用 R 语言计算地区间技术互补指数,f75e341e4f924e688de8015f29f85348,2025-09-22T22:54:55Z,名师讲堂
1985～2024 年各省市区县、各行业、各类型绿色专利申请与授权量（国家知识产权局标准）,2257bd8d39ca47d9bbf6d99ff05ef4d1,2026-04-28T00:29:35Z,数据资料
2011 年～2025 年各省市人工智能相关百度指数面板数据,1eca7d040a684941887cf596fe8aa360,2026-04-08T21:21:09Z,数据资料
名师讲堂｜使用 Stata 测算上市公司人力资本流动、创新产出及流动方向,5d057dd33c274920b41d196eaed0bb3b,2025-12-16T21:30:46Z,名师讲堂
1985～2024 年各乡镇各类型土地覆盖面积面板数据,890e946ea9454a66ad5215516588cc94,2025-12-03T21:47:45Z,数据资料
名师讲堂｜使用 R 语言测算上市公司人力资本流动、创新产出及流动方向,cba31cb615a84fda81c4da770e8137ab,2025-12-01T22:41:30Z,名师讲堂
1965 年 1 月～2020 年 12 月各省市区县工业取水量面板数据,9c88989c36fb4f2fb7ac3f840ff0d19f,2025-09-08T23:06:04Z,数据资料
名师讲堂｜R 语言：如何根据专利申请数据构造城市间合作申请数量矩阵？,5fbaca3dd21d4423aebd37b3aa29f9ca,2025-08-21T15:59:51Z,名师讲堂
2007～2016 年税调企业与数字经济专利匹配结果,1e5570c199e94ca08ac76fb3042c94ac,2025-03-10T23:28:23Z,数据资料
2000～2023 年上市公司地址与所在区县税务局的距离,1cd549da2bb94cc6a89d5ee44bf92911,2025-03-03T22:59:27Z,数据资料
2000～2025 年上市公司注册地址与办公地址（含经纬度及其所处的省市区县）,70b8b22897f84d4c9b04c1bb21c3d088,2026-08-10T17:23:15Z,数据资料
1988～2024 年上市公司、上市公司子公司、全资子公司产学研专利申请与授权数量统计,96c7a52d407f4fa1910bb406f3af8564,2026-05-29T17:13:32Z,数据资料
2006～2025 年上市公司社会责任报告 PDF 及 txt 文本数据,19500271a1b84e4485ade1d90a0225a8,2026-04-22T14:06:45Z,数据资料
Workbuddy：构建一个使用 Stata 进行数据匹配结果去重的 SKILL,fbdf83cbdeea488b83f8f0e086dcc8d4,2026-04-15T11:16:04Z,课程
2007～2020 年税调与关键数字技术专利数据匹配结果,87696ee606ca4427bed1be3a455b395b,2026-02-20T20:34:42Z,数据资料
名师讲堂｜使用 R 语言测算专利的创新突破度：CD 指数（废弃）,93aeb0630e434a1b8c2901ed88f9e963,2026-01-12T13:48:03Z,名师讲堂
1992～2024 年各省市区县不同夜间灯光亮度区间的区域面积（施开放版本）,74175f7fd30c47b5b968cc9d5dfecfed,2026-01-04T15:32:51Z,数据资料
1999～2023 年上市公司参控股公司周边 1~30km 范围内的碳排放量面板数据,d618ec93eff8497db8d6c8cc7f617ef6,2026-01-03T19:47:55Z,数据资料
2001～2024 年各省市区县冬小麦种植面积,4411d175795c4dcaa7ad8be3085b63c4,2025-10-06T20:43:29Z,数据资料
名师讲堂｜使用 Stata 调用 deepseek-r1 模型判断上市公司高管的政治背景,d22ab30ddc254e2a863de3cab73a8f5c,2025-08-21T16:56:46Z,名师讲堂
名师讲堂｜使用 R 语言提取上市公司所在位置及周边 8 个格点的夜间灯光亮度、判断是否加班及统计年加班天数,67bafc55f61348a9810243202ff49479,2025-02-26T13:36:17Z,名师讲堂
2014～2024 年中国各省市区县分年、分月、逐日 O3 面板数据,61d52f198eef42afbb5605433b982dd1,2025-02-19T22:40:31Z,数据资料
名师讲堂｜使用 Stata 测算专利的创新突破度：ACD指数和mACD指数,57b6c8505be24c189b348c2f2c79d7a5,2026-05-04T22:54:04Z,名师讲堂
1985～2024 年各省市区县、各IPC部、大类、小类、各类型关键数字技术专利申请与授权量,2ba14191ba254e8b946358fdcb691b42,2026-04-28T23:11:22Z,数据资料
2014～2025 年中国各省市区县分年、分月、逐日 SO2 面板数据,2be43f8145a745f0a4ae23114ba89dff,2026-03-06T21:08:58Z,数据资料
1901～2024 年各省市区县乡镇干燥度面板数据,87dbba87c43c4171a7335b70c037f7e7,2026-02-23T17:41:52Z,数据资料
1986～2024 年各省市区县跨年专利技术相似度计算结果,c62d464fa1b34f35a40fc480215d9320,2026-01-16T17:54:21Z,数据资料
2003～2024 年金融机构网点与金融科技专利匹配结果,64fbb7a039b84421be57381dafffbf3a,2025-12-16T15:58:39Z,数据资料
2000～2024 年各省市区县乡镇类 NPP-VIIRS 夜间灯光基尼系数、泰尔指数及阿特金森指数面板数据（余柏蒗版本1）,b921749ccce64f04a5170824d71d95a0,2025-11-21T22:10:04Z,数据资料
1985～2024 年瞪羚、独角兽与科技型初创企业专利申请与授权信息,fac1b81a8287457bbd6b914d37462a26,2025-10-30T16:33:14Z,数据资料
Python 和 R 语言中如何根据姓名预测性别？,bf954f326ae246738c0f5a294b73c988,2025-10-30T12:23:27Z,课程
1940 年 1 月～2024 年 12 月各省市区县地表净太阳辐射面板数据,4421e034b54c4a9ab7e2eedbd5ab31bd,2025-09-08T22:00:32Z,数据资料
1998~2014 年工企与WIPO绿色专利数据匹配结果（版本3）,6230252385ed4374947bdb355213bfef,2025-05-07T21:37:37Z,数据资料
RStata 数据引用格式要求,c0ea02cdbe0247eead3cc6ba8aceeb9e,2025-03-13T09:25:17Z,数据资料
1980～2024 年中国各省份逆温数据（空气污染影响相关研究的工具变量）,fc3e9aed756347f79899fbe0c9230df2,2025-02-20T16:25:10Z,数据资料
1988～2024 年金融机构专利申请与授权信息,5d4f651f9ca54fe09cbbc0bd0f8715a5,2025-02-06T20:45:05Z,数据资料
1985～2024 年各省市区县、各行业、各类型数字经济专利申请与授权量,4bb6379bbb524b1a8846b364744d8506,2026-04-28T22:50:57Z,数据资料
2007～2020 年税调企业专利创新突破度 CD 指数计算结果,df22a53ab7ce42f1a9a4c3ecf2037a8b,2026-04-22T15:00:56Z,数据资料
名师讲堂｜使用 Stata 测算专利的创新突破度 CD 指数：以上市公司专利数据为例（更新）,ca92eb2b71854c1b8a6cd74c66bd6c5e,2026-03-30T16:58:33Z,名师讲堂
1980～2025 年各省市区县日度主导风向及平均风向计算结果,a0cc1180630f4caea44be01b6db76469,2026-03-20T16:51:41Z,数据资料
1940～2025 年各省市区县乡镇各月 100m 高空平均风速及风向角计算结果,a2b503fad96b476ca21e160bf87cb3a3,2026-03-14T21:39:39Z,数据资料
1970～2024 年各省市区县乡镇CO2排放量基尼系数、泰尔指数及阿特金森指数面板数据（EDGAR2025版）,ef29c271c4b646e989b8a86266a4fc7d,2025-12-27T16:10:08Z,数据资料
分部门：1970～2024 年中国各省市区县各部门 CH4 排放量面板数据 & 栅格数据（EDGAR v2025）,deeea767b5b6481985b10e4848cd14dd,2025-12-24T22:39:10Z,数据资料
使用 Stata 绘制中国地图+台风路径（线条+箭头）,8e863ad612274a63b0d4bbafbe52350b,2025-07-18T17:14:42Z,课程
Stata：如何批量提取多层混合效应线性回归结果的估计值、标准差等统计量,956a07cfb01742d59d5638dfc958a240,2025-02-23T17:19:34Z,课程
1980 年 1 月～2024 年 12 月各省市区县地表黑碳质量浓度,4b98b3c5edc94d6691da3b65b6896fec,2025-02-20T22:43:06Z,数据资料
2000～2025 年上市公司年报中管理层讨论与分析部分文本提取结果（txt 文件）,e86ae951949245ae81541f2156926863,2026-08-07T09:40:30Z,数据资料
2000～2016年海关数据 HS 编码（税号编码）统一对照表及统一结果,e596b993c65646189696d21627e64fc8,2026-07-17T22:05:56Z,数据资料
2013～2024 年专精特新企业关键核心技术突破指标面板数据（熵权法）,d350932a3b034e18a84f8b56f7d2abbf,2026-05-05T23:06:45Z,数据资料
1985～2024 年上市公司各行业领域、各类型专利申请与授权数量统计结果,3e6da3fe0ea34e1dbd2b0ab611bd33bd,2026-04-29T15:42:18Z,数据资料
1985～2024 年各省市区县、各行业、各类型关键数字技术专利申请与授权量,4a0d27ddf39d430a94fd96f5382638fd,2026-04-27T23:54:10Z,数据资料
使用 Python 绘制城市间专利合作申请数量网络图(一),23c96f80df094f64a6e6fbafd03b3043,2026-04-23T22:35:55Z,课程
2000～2024 年各城市多中心指标（商玉萍版本）,aa523a645c3b46d79c9204e8e7f6046a,2026-04-07T22:53:23Z,数据资料
2010～2022 年各省市区县各类型农业光伏面积及装机容量,be518c32ff5341be866495ed7047a2ee,2026-03-25T21:51:33Z,数据资料
2000～2024 年上市公司周边一定范围内的空气污染指标面板数据（CHAP来源）,2db86e535fa5418c946985954e5f5182,2026-03-25T21:40:19Z,数据资料
1980～2025 年各省市区县 PM10 质量浓度日度面板数据,8bb36121e2614b058da66f04d331e23a,2026-03-19T21:05:11Z,数据资料
1940～2025 年各省市区县 10 米高度的风速、边界层高度及通风系数月度与年度面板数据,dc18fc1c108c4bf1aadb4287a7dba7b2,2026-03-17T16:26:17Z,数据资料
2014～2025 年中国各省市区县分年、分月、逐日 PM10 面板数据,3ee18ab276d84884afbe28973dd9b4c4,2026-03-10T16:24:22Z,数据资料
2014～2025 年中国各省市区县分年、分月、逐日 NO2 面板数据,67d44b21c03e407d8893b86d0a3a862f,2026-03-06T20:21:54Z,数据资料
2007～2020 年税调与绿色专利数据匹配结果（国家知识产权局筛选标准）,72e5b897b5a246e08e7b2804018efce2,2026-02-22T13:13:19Z,数据资料
各城市在明清时期的城市面积计算结果,0bb3bf62eae84bbab97243281e45fd19,2026-01-21T19:14:57Z,数据资料
1999～2023 年上市公司子公司渐进性创新与突破性创新相关指标计算结果,29c9c377bf574090aa55ec633afa5169,2026-01-01T23:36:26Z,数据资料
2001～2024 年各省市区县玉米种植面积面板数据,85481812340c4de697a29a39e7c056dd,2025-12-25T17:07:09Z,数据资料
1999～2023 年上市公司子公司周边 1~30km 范围内的碳排放量面板数据,2dde864766324de5b6d4fd8730fdfa44,2025-12-21T14:58:16Z,数据资料
名师讲堂｜使用 R 语言测算数实融合水平（三）：分城市、产业计算数实融合,dc3338c8ffa14f1d9973143a6f297ee7,2025-11-06T14:42:09Z,名师讲堂
名师讲堂｜使用 R 语言测算数实融合水平（二）：基于真实专利数据,0d5e375f68414adbbc86a11ad673ee8a,2025-11-05T18:44:55Z,名师讲堂
名师讲堂｜使用 R 语言测算数实融合水平（一）：基于示例数据,850617e98ac8481f98849c4681039b4e,2025-11-03T10:37:57Z,名师讲堂
Stata 绘制图表如何保存成 400dpi 的高清 png 图片,1ddd75c1e07d458d9eb33bafd51a7814,2025-09-06T00:49:48Z,数据资料
2013～2024 年专精特新公司周边夜间灯光亮度及是否加班面板数据,83e25fd2e83c4d99b3e0e2d0950f53e1,2025-03-06T22:55:11Z,数据资料
2000～2022 年各省市区县城乡人口数量面板数据,b4195e85ba114c7abe31edb4b7833562,2026-05-09T00:17:44Z,数据资料
2007～2020 年税调企业关键核心技术突破指标面板数据（熵权法）,102375c285a3400689a92c1edc2c1785,2026-05-05T22:58:30Z,数据资料
2007～2020 年税调企业技术集中度、搜索广度、搜索深度及知识整合能力面板数据,036617a5342842818f7d8db957f5fce8,2026-05-05T18:53:14Z,数据资料
使用 Python 绘制城市间专利合作申请数量网络图(二),36e42f1c75fa482e80a078adf5f915e4,2026-04-23T22:08:03Z,课程
2013～2024 年专精特新企业与绿色低碳专利数据匹配结果,80e1e7155dc146bb9dd1d64b4e563fbd,2025-02-22T00:55:17Z,数据资料
2014～2024 年中国各省市区县分年、分月、逐日 CO 面板数据,5ce78116d3a045c6882878135f8239c2,2025-02-19T00:53:30Z,数据资料
1985～2024 年各省市区县数字经济专利互引次数,76cc5bd62fd64ef8af0a283d8c025f63,2026-06-18T14:26:51Z,数据资料
2000～2022 年各省市区县城乡夜间灯光平均亮度及比值面板数据（余柏蒗版本1）,ddd7c9390886469f9afc9b2db907ffb6,2026-05-05T23:33:22Z,数据资料
2001～2023 年上市公司供应商与客户关键核心技术突破指标面板数据（熵权法）,b7ef8c8029314f7e959dcc1ecc5ccd24,2026-05-05T22:38:09Z,数据资料
1990～2024 年各地级市地方生产总值及政府竞争程度指标面板数据,42ad90dab6b743e88eef688cdacbd77a,2026-04-29T16:52:11Z,数据资料
2011 年～2025 年各省市数字经济相关百度指数面板数据,7c74c7fe90bd4e17b2fabac61690c852,2026-04-08T21:36:19Z,数据资料
名师讲堂｜使用 R 语言测算专利的创新突破度：CD指数（更新）,3b00a43418ee43f194df7fa664ef0c7d,2026-03-25T23:24:25Z,名师讲堂
2007～2020 年税调企业与所在区县税务局的距离,c619040c1b164f8da5d9b58c70e29a5c,2026-03-20T23:15:24Z,数据资料
2014～2025 年中国各省市区县分年、分月、逐日 O3 面板数据,8896378f93dd41d18a6f2537ae0db5e0,2026-03-06T20:49:34Z,数据资料
1970～2024 年中国各省市区县、乡镇 CH4 排放量面板数据 & 栅格数据（EDGAR v2025）,0ee05c9b479f4ca5aa9739eda666dacf,2025-12-21T21:51:41Z,数据资料
2013～2024 年专精特新企业与绿色专利数据匹配结果（国家知识产权局筛选标准）,083b335ebdf34197af1eb7f72a5bceec,2025-02-22T00:47:07Z,数据资料
1998～2014 年工企与绿色专利数据匹配结果（国家知识产权局筛选标准）,2a23a887042944d19b0f5b9f32a4ea21,2025-02-22T00:38:44Z,数据资料
2000年1月～2024年12月各省市区县CO2排放量面板数据 & 栅格数据（CGER 来源）,3de39ec0d7754acb919496bd5086f3b7,2026-07-12T17:06:18Z,数据资料
2001～2023 年上市公司供应商和客户技术专业化和技术多样化指标计算结果,abf517462aa34971ac2d14a44ea8879b,2026-05-28T15:27:02Z,数据资料
2013～2024 年专精特新企业技术集中度、搜索广度、搜索深度及知识整合能力面板数据,2b7325fbee6648d594b8030be0be0d40,2026-05-05T19:12:44Z,数据资料
2001～2024 年各上市公司数字转型关键词总词频及TF-IDF指标计算结果（吴非2021版本，基于全部年报文本）,529214493c0e4bf29a903f0e8503ef13,2026-04-30T00:50:02Z,数据资料
2001～2024 年上市公司数字赋能指数面板数据计算结果（包群2023版本，基于全部年报文本）,2b2516eb226b4212b9cac851eea5f59a,2026-04-30T00:13:31Z,数据资料
名师讲堂｜使用 Stata 测算上市公司专利技术集中度、搜索广度、搜索深度及知识整合能力,d539ade7949c45ca875d896e7840dcc3,2026-04-27T00:03:21Z,名师讲堂
1985～2024 年各省市区县、各IPC部、大类、小类、各类型绿色专利申请与授权量（WIPO标准）,97a5b1e1e79e459bba427ac25effd13b,2026-04-28T23:52:24Z,数据资料
1985～2024 年各省市区县、各行业、各类型绿色低碳专利申请与授权量,535272cb3ea743f0aceda73d6966e045,2026-04-28T00:13:00Z,数据资料
2013～2024 年专精特新企业专利创新突破度 CD 指数计算结果,fe35258bc1ac4995865f09ae357f98b8,2026-04-22T22:28:14Z,数据资料
2011 年～2025 年各省市知识产权相关百度指数面板数据,e912163362f44d02adcfe60bacfaf829,2026-04-08T21:47:57Z,数据资料
1985～2025 年各乡镇各类型土地覆盖面积面板数据,a4f9d5fd64704f98912ffa8dc5a5d340,2026-03-25T21:05:18Z,数据资料
2007～2020 年各税调企业跨年专利技术相似度计算结果,35d0cb1cbd48471f80fbd999939936cc,2026-01-02T22:40:13Z,数据资料
2013～2025 年专精特新企业周边 1～30km 范围内的各类型金融机构网点数量,226e9a0a3c6a4789b0a7989807f3f4c0,2026-01-03T15:31:23Z,数据资料
2015～2024 年专精特新企业与政府采购数据匹配结果,f647e696f33e44188d262a5738183bec,2025-12-26T16:40:23Z,数据资料
分部门：1970～2024 年中国各省市区县各部门 N2O 排放量面板数据 & 栅格数据（EDGAR v2025）,f6185fc178d94ccd8a2e7bcbaca82a5b,2025-12-24T22:21:39Z,数据资料
2001～2023 年上市公司前 5 大供应商及客户与土地出让数据匹配结果,3c11a27b837742008d4b4fb02534b037,2025-05-12T22:17:50Z,数据资料
R 语言：如何计算各国各地区质心经纬度、质心间距离矩阵及邻接矩阵,40d4346657134c1b8a6e18b66ca9e048,2025-05-01T23:35:52Z,课程
1980年1月1日～2024年12月31日中国各省市区县地表黑碳质量浓度,a1f1d6970b914a1da29a9b11c1f6d39d,2025-02-22T23:19:06Z,数据资料
1998～2014 年工企与绿色低碳专利数据匹配结果,45d895c24a9c47e28f66afe456369200,2025-02-22T00:19:23Z,数据资料
1985～2024 年各省市区县战略新兴专利互引次数,d0f0afdc67e8453ab45274eb036e92a8,2026-06-18T23:11:59Z,数据资料
2001～2023 年上市公司供应商与客户技术集中度、搜索广度、搜索深度及知识整合能力面板数据,64c068f38ac74b3eb8398efe03c6b9a6,2026-05-05T18:12:20Z,数据资料
1985～2024 年各省市区县、各IPC部、大类、小类、各类型绿色专利申请与授权量（国家知识产权局标准）,413c860e28b1497f897e15547fe9c55b,2026-04-28T23:34:28Z,数据资料
名师讲堂｜使用 Stata 测算各城市虚拟集聚程度,0c2680fa03ee42f481310be0a0ed7462,2026-04-26T19:59:21Z,名师讲堂
1940 年 1 月～2025 年 12 月各省市区县地表净太阳辐射面板数据,5c8cb7d40de44668869f2bbb5606987c,2026-03-17T16:52:51Z,数据资料
1992～2024 年各省市区县每个像元上的夜间灯光亮度值、变化及汇总结果（余柏蒗版本2）,1f0c8a352dd44dcfbd506ae2c9a17f1f,2025-11-24T21:00:36Z,数据资料
1992～2024 年各省市区县乡镇类 NPP-VIIRS 夜间灯光基尼系数、泰尔指数及阿特金森指数面板数据（余柏蒗版本2）,b6ce9775c6c248439a190ddc104c1359,2025-11-21T23:02:13Z,数据资料
readfiles：批量读取指定文件夹中特定扩展名的所有文本文件,586d17e4ada14aeda4433ccc8fbd8c02,2025-08-23T17:02:53Z,课程
1980年1月1日～2024年12月31日中国各省市区县地表SO4质量浓度,7de90ca261934f7796f96f67d2c21b47,2025-02-23T00:27:50Z,数据资料
2017～2020 年海关数据（地区层面）,c02ec8b0fb4044839bdd9406583a8ff3,2026-08-10T18:02:11Z,数据资料
1985～2024 年各省市区县绿色专利互引次数（WIPO 筛选标准）,177c3b6a34c54b549d0ba2adad58a7d1,2026-06-16T19:40:05Z,数据资料
各省市区县在公元2年、742年、1102年及1820年的估计人口数量面板数据,d99a26b4b8a4430284753448d58eb8b5,2026-05-01T23:19:26Z,数据资料
2007～2020 年税调企业各行业领域、各类型专利申请与授权数量统计结果,edc82a005df84bc588fadfa7a687993d,2026-04-30T19:01:00Z,数据资料
如何去重上市公司前5大供应商与税调数据匹配结果？,77d0225d56be427c939c7f3b9263f827,2026-04-12T13:16:38Z,课程
1990～2024 年上市公司周边的卫星反演污染物面板数据,115cd5fb9ea04e0c88f4d3b343a2fd84,2026-03-25T21:29:08Z,数据资料
2007～2020 年税调与数字经济专利数据匹配结果,f4bac759e2394857aa0bc34b2c6f6a4c,2026-02-22T14:37:05Z,数据资料
2000～2024 年各省市区县夜间灯光数据中不同亮度值区域的面积占比（余柏蒗版本1）,98285d2e306f4008bc3c2591e9badc54,2026-01-03T21:44:40Z,数据资料
2000～2018 年各省市区县陆地生态系统生态质量指数面板数据,b7cf42d4e93f43049c4e4607c654bdeb,2026-01-03T21:07:56Z,数据资料
名师讲堂｜R 语言中使用 finbert-tone-chinese 模型对上市公司年报文本进行情感分析,8df262417de54b40a5d3f93581e3b09f,2025-12-15T13:25:55Z,名师讲堂
名师讲堂｜使用 R 语言调用 deepseek-r1 模型判断上市公司高管的政治背景,4d321482f89f4c348d7f5b2db8e7a7f2,2025-08-21T16:31:35Z,名师讲堂
1998～2014 年工企与关键数字技术专利数据匹配结果,d99599f592794242963dd417fddbe366,2025-05-06T23:23:04Z,数据资料
使用 Stata 绘制长三角 41 省市的区县地图,1eda06b55dc24bf5adae442ab9ab7e39,2025-03-19T22:43:11Z,课程
1980 年 1 月～2024 年 12 月各省市区县地表有机碳质量浓度,84046909bff34506985baa819ec8acfc,2025-02-21T14:19:27Z,数据资料
1999～2024年上市公司子公司经纬度及其所处的省市区县数据,8b5a94115254415b9b50ef25a3b7c6a5,2026-08-20T20:59:35Z,数据资料
